# ID_1   RA_1_1     DEC_1_1    X         Y         isoarea_SE class_starSE flags_SE r50_SE f_autoSE e_autoSE a_f001w   ell_f001w theta_f001w rKron_f001w f_f435w  f_f606w  f_f775w f_f814w  f_f105w  f_f125w  f_f140w  f_f160w  f_f090w  f_f115w f_f150w f_f200w f_f277w f_f356w f_f410m f_f444w e_f435w e_f606w e_f775w e_f814w e_f105w e_f125w e_f140w e_f160w e_f090w e_f115w e_f150w e_f200w e_f277w e_f356w e_f410m e_f444w apopt flag_1 ID_2   RA_2_1     DEC_2_1    zspec_1 zphot_1 EAzY_eazy_v13 EAzY_Larson EAzY_LarsonLyaRed flag_2 Separation_1 ID            Ra_1_2             Dec_1_2             Field   M_UV                zbest              zphot_2            zspec_2 ref                            isBL Xray index MBH                Lbol                  jname                ndup uid   ra_2_2     dec_2_2    file                                                    root                   srcid    nGr Grating grade zfit   z      comment                                                               References                                                                             nRef sn50  wmin wmax Lya  Ha   OIII L_Ha  L_OIII HST NIRCam slit FITS              Fnu Flam GroupID GroupSize Separation_2          Separation           
  75119  150.154692 2.350227   9590.717  24361.145 75.0       0.97         0.0      2.778  0.03524  0.00125  2.635193  0.212745  64.915405   21.081547   -0.00533 5.4E-4   0.0     -6.7E-4  0.0      0.01267  -0.01421 0.01643  0.00489  0.0027  0.01137 0.01348 0.0149  0.03439 0.02963 0.05096 0.00484 0.00573 -99.0   0.0052  -99.0   0.01164 0.02617 0.01006 0.00458 0.00422 0.00374 0.00313 0.00189 0.00181 0.00139 0.00115 0.28  2      75119  150.154692 2.350227   6.634   6.634   6.634         6.634       6.634             2      0.0          108622        150.154692         2.350232            COSMOS  -17.63              6.34               6.34               0.0     Kocevski24                     0    0    597   -99.0              2.4263500350276877E43 j100037.13p022100.83 1    1161  150.154694 2.35023    cosmos-transients-v3_prism-clear_6585_59286.spec.fits   cosmos-transients-v3   59286    0   ""      3     6.6345 6.6322 ""                                                                    "DKo24  z=N/A"                                                                         1    1.61  0.6  5.29 2.4  15.6 ""   42.26 41.78  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.010178056021050418  0.01800000000104083  
  79675  150.106895 2.360049   15321.506 25539.729 268.0      0.98         0.0      3.107  0.19464  0.0018   3.500139  0.180774  -77.882271  28.001108   6.9E-4   -0.00177 0.0     -7.4E-4  0.0      0.02674  0.031    0.04705  0.00456  0.02588 0.02708 0.03305 0.04319 0.12496 0.26042 0.22467 0.00186 0.00373 -99.0   0.00414 -99.0   0.0099  0.02042 0.00971 0.00412 0.00379 0.00323 0.00263 0.00171 0.00173 0.00166 0.00125 0.28  10002  79675  150.106895 2.360049   6.996   6.996   6.996         6.996       6.996             10002  0.0          756434        150.10690059379564 2.3600444552597026  COSMOS  -23.857793175015445 6.9993             7.000665533735169  6.0     Akin24/Kokorev24/Kocevski24    2    0    534   7.8                5.3455220539569324E45 j100025.66p022136.17 2    8924  150.1069   2.360046   cosmos-transients-v3_prism-clear_6585_61234.spec.fits   cosmos-transients-v3   61234    0   ""      3     6.9959 6.9963 "broad Ha"                                                            "DKo24  z=N/A"                                                                         1    11.21 0.6  5.29 2.3  43.7 ""   43.03 42.66  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.005957122183505362  0.025933035331277436 
  93187  150.125819 2.389718   13052.496 29099.963 89.0       0.97         0.0      2.9    0.06137  0.00117  2.523013  0.068425  32.239368   20.184101   -0.00424 0.0031   0.0     0.00325  0.00607  -0.00189 0.04907  0.03412  0.01052  0.03241 0.02408 0.02282 0.02674 0.04938 0.11435 0.09245 0.00277 0.00535 -99.0   0.00473 0.01103 0.01222 0.02869 0.01137 0.00482 0.00504 0.00388 0.00308 0.00182 0.00164 0.00142 0.0011  0.28  1      93187  150.125819 2.389718   7.036   7.036   7.036         7.036       7.036             1      0.0          7103          150.12582          2.389715            COSMOS  -19.25              7.03               7.03               0.0     Kocevski24                     0    0    557   -99.0              9.4290069377078E43    j100030.20p022322.96 1    1300  150.125824 2.389711   cosmos-transients-v3_prism-clear_6585_66964.spec.fits   cosmos-transients-v3   66964    0   ""      3     7.0363 7.0348 "strong LAE"                                                          "DKo24  z=N/A"                                                                         1    3.24  0.6  5.29 6.4  30.6 ""   42.65 42.33  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.020355821949787446  0.01138320991855656  
  5537   34.376134  -5.310378  20039.377 2870.466  310.0      0.91         3.0      5.415  0.26547  0.01091  4.089915  0.209346  46.907625   32.719322   0.0      0.0      0.0     0.0      0.0      0.0      0.0      0.0      -0.02083 0.00559 0.02968 0.0398  0.06188 0.17884 0.28063 0.27287 -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   0.01085 0.01108 0.00959 0.00792 0.00697 0.00685 0.01181 0.00881 0.33  308    5537   34.376134  -5.310378  -99.0   8.025   7.023         7.498       7.498             308    0.0          47164         34.376136          -5.31038            UDS     -19.41              7.96               7.96               0.0     Kocevski24                     0    0    122   -99.0              1.0804842872884836E44 j021730.27m051837.32 2    22158 34.37614   -5.310366  rubies-uds42-nod-v3_prism-clear_4233_7111.spec.fits     rubies-uds42-nod-v3    7111     0   ""      3     6.7825 6.7825 "Redshift matches rubies-uds42-v3_g395m-f290lp_4233_807469 z=6.7765"  "DKo24  z=N/A"                                                                         1    1.52  0.6  5.29 -0.1 33.9 ""   42.94 42.7   ""  ""     ""   "FITS   zfit   spl" ""  ""   19      2         0.0523998456562172    0.010160509594680834 
  9046   34.381662  -5.303752  19378.863 3665.675  168.0      0.97         0.0      2.936  0.16017  0.00566  2.765757  0.180342  55.393233   22.126053   0.0      0.0      0.0     0.0      0.0      0.0      0.0      0.0      0.01937  0.01374 0.01185 0.04678 0.07604 0.15205 0.13509 0.15394 -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   0.01026 0.01061 0.00886 0.00718 0.00697 0.00479 0.00775 0.00583 0.28  8      9046   34.381662  -5.303752  -99.0   2.65    6.074         4.668       4.668             8      0.0          46081         34.381664          -5.303754           UDS     -17.73              4.51               4.51               0.0     Kocevski24                     0    0    124   -99.0              2.635251827820459E43  j021731.60m051813.47 2    13333 34.381671  -5.303742  rubies-uds42-nod-v3_prism-clear_4233_10036.spec.fits    rubies-uds42-nod-v3    10036    1   G395M   3     3.8179 3.8179 "Redshift matches rubies-uds42-v3_g395m-f290lp_4233_10036 z=3.8052"   "DKo24  z=N/A"                                                                         1    2.97  0.6  5.29 ""   29.8 20.9 42.18 42.16  ""  ""     ""   "FITS   zfit   spl" ""  ""   20      3         0.049958522669036914  0.010160563934991748 
  16358  34.254148  -5.290013  34615.406 5313.003  107.0      0.96         0.0      3.042  0.06846  0.00427  2.353311  0.083201  87.718047   18.826488   0.0      0.0      0.0     0.0      0.0      0.0      0.0      0.0      0.00165  0.01853 0.017   0.03251 0.02611 0.05764 0.07827 0.165   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   -99.0   0.00754 0.0077  0.0064  0.00556 0.00434 0.0046  0.00712 0.00562 0.28  8      16358  34.254148  -5.290013  6.074   6.074   6.074         6.074       6.074             8      0.0          66751         34.254151          -5.290015           UDS     -19.32              10.54              10.54              0.0     Kocevski24                     0    0    55    -99.0              1.000750519863177E44  j021701.00m051724.13 2    15500 34.254161  -5.290037  rubies-uds1-nod-v3_prism-clear_4233_916674.spec.fits    rubies-uds1-nod-v3     916674   1   G395M   3     6.0731 6.0731 "Redshift matches rubies-uds1-v3_g395m-f290lp_4233_916674 z=6.0659"   "DKo24  z=N/A"                                                                         1    0.99  2.65 5.29 ""   12.0 ""   42.09 41.81  ""  ""     ""   "FITS   zfit   spl" ""  ""   7       3         0.08693459362278066   0.012941735803321879 
  18118  34.478263  -5.286851  7835.991  5692.583  75.0       0.96         0.0      2.747  0.03349  0.00281  1.984871  0.050804  34.205511   15.878971   -0.00226 -0.00359 0.0     0.00587  0.0      0.0      0.0      0.0      -0.01028 0.012   0.00333 0.00655 0.0063  0.01446 0.06321 0.05263 0.00841 0.00494 -99.0   0.00612 -99.0   -99.0   -99.0   -99.0   0.00785 0.00756 0.00486 0.00372 0.00234 0.00209 0.00386 0.00292 0.28  5      18118  34.478263  -5.286851  -99.0   7.3     7.382         7.223       7.224             5      0.0          68913         34.47826           -5.28685            UDS     -18.25              7.39               7.39               0.0     Kocevski24                     0    0    192   -99.0              4.059498232429976E43  j021754.78m051712.60 2    22286 34.478255  -5.286832  rubies-uds33-nod-v3_prism-clear_4233_20030.spec.fits    rubies-uds33-nod-v3    20030    0   ""      3     7.2063 7.2063 "Redshift matches rubies-uds33-v3_prism-clear_4233_20030 z=7.2069"    "DKo24  z=N/A"                                                                         1    0.9   0.6  5.29 -0.9 ""   ""   ""    42.42  ""  ""     ""   "FITS   zfit   spl" ""  ""   30      3         0.06723309600744805   0.011340622015271844 
  21327  34.330301  -5.281233  25516.025 6367.737  101.0      0.97         0.0      2.794  0.04831  0.0024   2.334553  0.092739  8.293423    18.676428   -0.00621 -0.00209 0.0     0.00293  0.0      0.0      0.0      0.0      -0.00145 0.01039 0.0231  0.02228 0.02382 0.0291  0.0488  0.09633 0.00985 0.00583 -99.0   0.00239 -99.0   -99.0   -99.0   -99.0   0.00354 0.00395 0.00312 0.00262 0.00208 0.00188 0.00331 0.00285 0.28  5      21327  34.330301  -5.281233  -99.0   9.95    10.74         9.969       9.969             5      0.0          72386         34.330303          -5.281233           UDS     -19.66              8.89               8.89               0.0     Kocevski24                     0    0    89    -99.0              1.3376872532131148E44 j021719.28m051652.48 2    22164 34.330322  -5.281244  rubies-uds42-nod-v3_prism-clear_4233_23219.spec.fits    rubies-uds42-nod-v3    23219    0   ""      3     8.5611 8.5611 "Redshift matches rubies-uds42-v3_prism-clear_4233_23219 z=8.5609"    "DKo24  z=N/A"                                                                         1    0.93  0.6  5.29 -1.0 ""   ""   ""    42.64  ""  ""     ""   "FITS   zfit   spl" ""  ""   13      3         0.07878503869515543   0.007169435311092402 
  24534  34.374823  -5.275528  20196.047 7052.577  84.0       0.97         0.0      3.231  0.04764  0.0045   2.079988  0.091502  -1.368928   16.639908   -0.01269 0.00814  0.0     0.00647  0.0      0.02486  0.02495  0.02757  0.00629  0.01101 0.0104  0.01586 0.027   0.03168 0.07143 0.08186 0.01361 0.0073  -99.0   0.0077  -99.0   0.01327 0.01125 0.01217 0.00581 0.0061  0.00506 0.00419 0.00349 0.00309 0.00557 0.00428 0.28  2      24534  34.374823  -5.275528  -99.0   9.325   7.218         5.114       5.116             2      0.0          75424         34.374826          -5.27553            UDS     -17.26              5.17               5.17               0.0     Kocevski24                     0    0    120   -99.0              1.7900361691394536E43 j021729.96m051631.90 4    22015 34.374854  -5.275528  rubies-uds41-nod-v3_prism-clear_4233_26611.spec.fits    rubies-uds41-nod-v3    26611    1   G395M   3     5.1349 5.1349 "Redshift matches rubies-uds41-v3_prism-clear_4233_26611 z=5.1317"    "DKo24  z=N/A"                                                                         1    0.77  0.6  5.29 1.3  9.5  ""   41.78 41.87  ""  ""     ""   "FITS   zfit   spl" ""  ""   18      6         0.10063092252877993   0.012941944692420358 
  26762  34.243688  -5.2714    35865.672 7546.361  117.0      0.96         0.0      2.982  0.06452  0.00288  2.361942  0.088799  74.79318    18.895533   -0.00204 -0.01056 0.0     0.00434  0.0      -0.00293 0.03557  0.01329  0.00301  0.01088 0.0094  0.00532 0.01548 0.04927 0.09387 0.09578 0.01156 0.00652 -99.0   0.00743 -99.0   0.01138 0.02164 0.00871 0.0051  0.00545 0.00454 0.00372 0.00251 0.0024  0.00443 0.00334 0.28  2      26762  34.243688  -5.2714    6.932   6.932   6.932         6.932       6.932             2      0.0          77750         34.243692          -5.271402           UDS     -18.21              6.97               6.97               0.0     Kocevski24                     0    0    50    -99.0              3.926187975574014E43  j021658.49m051617.18 2    15504 34.2437    -5.271438  rubies-uds1-nod-v3_prism-clear_4233_928474.spec.fits    rubies-uds1-nod-v3     928474   1   G395M   3     6.9314 6.9314 "Redshift matches rubies-uds1-v3_prism-clear_4233_928474 z=6.9312"    "DKo24  z=N/A"                                                                         1    1.05  0.6  5.29 -0.7 13.3 ""   42.56 42.07  ""  ""     ""   "FITS   zfit   spl" ""  ""   5       3         0.13273507016565714   0.016045239982630712 
  27088  34.453337  -5.270735  10814.154 7627.059  194.0      0.98         3.0      3.797  0.10425  0.00388  3.196041  0.251464  44.766882   25.568325   0.00129  -0.00301 0.0     0.01373  0.0      0.02239  0.0      0.01894  0.02815  0.01614 0.01526 0.01685 0.0307  0.05384 0.15885 0.11718 0.00841 0.00429 -99.0   0.00465 -99.0   0.00504 -99.0   0.00665 0.00393 0.00451 0.00321 0.00268 0.00235 0.00223 0.00439 0.00298 0.28  303    27088  34.453337  -5.270735  -99.0   7.55    7.106         5.294       5.295             303    0.0          25430         34.45335415712461  -5.27071720106125   UDS     -18.963954009835202 7.128200054168701  7.128200054168701  0.0     Kokorev24/Kocevski24           0    0    174   -99.0              7.397949359256237E43  j021748.81m051614.58 2    20412 34.453355  -5.270717  rubies-uds33-nod-v3_prism-clear_4233_29813.spec.fits    rubies-uds33-nod-v3    29813    1   G395M   3     5.4435 5.4435 "Redshift matches rubies-uds33-v3_prism-clear_4233_29813 z=5.4435"    "DKo24  z=N/A"                                                                         1    1.9   1.16 5.29 ""   49.0 ""   42.67 42.21  ""  ""     ""   "FITS   zfit   spl" ""  ""   26      3         0.0031070095420213644 0.08881755975974832  
  30617  34.352441  -5.264602  22870.578 8363.633  93.0       0.97         0.0      4.43   0.04975  0.00454  2.389488  0.098071  27.713378   19.115902   0.01073  0.00548  0.0     0.005    0.0      -0.00108 -6.0E-4  0.01116  0.00753  0.00947 0.02163 0.01792 0.01743 0.03039 0.14312 0.07909 0.01379 0.0047  -99.0   0.00354 -99.0   0.01372 0.02718 0.01277 0.0061  0.00662 0.00512 0.00432 0.0036  0.00373 0.00627 0.00471 0.28  2      30617  34.352441  -5.264602  -99.0   7.4     7.411         7.235       7.229             2      0.0          81866         34.352438          -5.264601           UDS     -18.76              7.42               7.42               0.0     Kocevski24                     0    0    101   -99.0              6.227467285752599E43  j021724.59m051552.60 2    13876 34.352461  -5.26461   rubies-uds42-nod-v3_prism-clear_4233_33451.spec.fits    rubies-uds42-nod-v3    33451    1   G395M   3     7.11   7.11   "Redshift matches rubies-uds42-v3_prism-clear_4233_33451 z=7.1098"    "DKo24  z=N/A"                                                                         1    0.82  0.6  5.29 -0.5 ""   ""   ""    42.65  ""  ""     ""   "FITS   zfit   spl" ""  ""   14      3         0.08858826243945811   0.011340987709519076 
  32673  34.363538  -5.260793  21544.537 8820.722  79.0       0.95         0.0      3.134  0.05948  0.00556  2.14753   0.127328  6.781066    17.180243   -0.01593 0.00229  0.0     0.00509  0.0      -0.00356 -0.00417 0.00864  0.01596  0.01322 0.0146  0.01513 0.01661 0.05331 0.1138  0.09504 0.01139 0.00557 -99.0   0.00293 -99.0   0.01276 0.01885 0.01138 0.0094  0.0089  0.00749 0.00654 0.00492 0.00506 0.00929 0.00669 0.28  2      32673  34.363538  -5.260793  -99.0   7.5     7.476         5.44        5.441             2      0.0          84401         34.363537          -5.260795           UDS     -17.57              5.47               5.47               0.0     Kocevski24                     0    0    109   -99.0              2.309226025940245E43  j021727.25m051538.82 2    22167 34.363558  -5.260782  rubies-uds42-nod-v3_prism-clear_4233_35747.spec.fits    rubies-uds42-nod-v3    35747    0   ""      3     5.528  5.528  "Redshift matches rubies-uds42-v3_prism-clear_4233_35747 z=5.5278"    "DKo24  z=N/A"                                                                         1    0.84  1.6  5.29 ""   22.3 ""   42.28 42.15  ""  ""     ""   "FITS   zfit   spl" ""  ""   16      3         0.08864283143458672   0.00804307443384424  
  34057  34.332406  -5.25809   25264.66  9144.979  182.0      0.98         0.0      2.883  0.15253  0.00423  2.679008  0.118478  -81.560104  21.432062   0.00524  0.01785  0.0     0.02229  0.0      0.01103  0.03698  0.02501  0.01866  0.02111 0.01458 0.03311 0.18032 0.1224  0.13634 0.14349 0.00702 0.00274 -99.0   0.00156 -99.0   0.00981 0.01743 0.00849 0.0053  0.00462 0.00367 0.0033  0.00368 0.0031  0.00451 0.00334 0.28  2      34057  34.332406  -5.25809   -99.0   4.625   4.5           4.597       4.606             2      0.0          32880         34.33242917035397  -5.258098716321886  UDS     -18.4068519829054   4.755955696105957  4.755955696105957  0.0     Kokorev24                      0    0    93    -99.0              4.628513765117559E43  j021719.78m051529.16 1    16009 34.332429  -5.258099  rubies-uds43-v3_g395m-f290lp_4233_37362.spec.fits       rubies-uds43-v3        37362    0   ""      2     3.7271 3.7271 "broad line"                                                          -                                                                                      0    -0.18 2.88 5.2  ""   26.3 ""   41.99 ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.001189907688040858  0.0887917072717237   
  35034  34.355483  -5.256451  22507.0   9341.812  144.0      0.97         0.0      3.006  0.07696  0.00312  2.459089  0.025475  49.524978   19.672709   0.01886  0.01304  0.0     0.0189   0.0      0.01728  0.01987  0.02412  0.02361  0.01373 0.02186 0.02245 0.05358 0.07346 0.07337 0.07366 0.00953 0.00276 -99.0   0.00225 -99.0   0.01009 0.02075 0.00909 0.00402 0.00382 0.00328 0.00271 0.00223 0.00219 0.00384 0.00285 0.28  2      35034  34.355483  -5.256451  -99.0   4.575   4.526         4.176       4.206             2      0.0          33898         34.35550806508812  -5.256449826079847  UDS     -18.168545470694003 4.5452728271484375 4.5452728271484375 0.0     Kokorev24                      0    0    103   -99.0              3.7927490197814423E43 j021725.32m051523.22 1    13903 34.355508  -5.25645   rubies-uds42-v3_g395m-f290lp_4233_38435.spec.fits       rubies-uds42-v3        38435    0   ""      2     3.9827 3.9827 ""                                                                    -                                                                                      0    0.66  2.88 5.2  ""   17.5 ""   41.88 ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        6.681771258531124E-4  0.08995417537281086  
  37072  34.3241    -5.252775  26257.211 9782.682  110.0      0.98         0.0      3.021  0.04909  0.00241  2.522432  0.112413  -52.075249  20.179457   -0.00409 0.00122  0.0     0.00443  0.0      -0.00843 -0.00166 -0.00625 0.00379  0.00389 0.01827 0.00518 0.01969 0.04414 0.08886 0.08268 0.01034 0.00336 -99.0   0.00235 -99.0   0.0098  0.02428 0.00833 0.00442 0.0045  0.0038  0.00305 0.00259 0.00233 0.00432 0.00321 0.28  2      37072  34.3241    -5.252775  -99.0   7.575   7.131         5.369       5.373             2      0.0          89614         34.324099          -5.252779           UDS     -18.16              5.38               5.38               0.0     Kocevski24                     0    0    88    -99.0              3.765823508356518E43  j021717.79m051510.04 2    16321 34.324122  -5.252789  rubies-uds43-nod-v3_prism-clear_4233_40800.spec.fits    rubies-uds43-nod-v3    40800    1   G395M   3     4.9871 4.9871 "Redshift matches rubies-uds43-v3_g395m-f290lp_4233_40800 z=4.9831"   "DKo24  z=N/A"                                                                         1    1.29  0.6  5.29 3.2  11.5 ""   41.7  41.4   ""  ""     ""   "FITS   zfit   spl" ""  ""   12      3         0.08996876371510774   0.014839520796719014 
  37668  34.407058  -5.251676  16344.104 9914.677  199.0      0.97         0.0      2.889  0.13629  0.00356  3.012159  0.211358  71.076005   24.097275   0.00286  -0.00499 0.0     0.0167   0.0      0.0179   0.04008  0.01752  0.01281  0.01081 0.01614 0.0184  0.04718 0.0882  0.35109 0.24755 0.00708 0.00353 -99.0   0.0039  -99.0   0.0112  0.01107 0.0098  0.00527 0.00514 0.00434 0.00353 0.00279 0.00339 0.00559 0.00377 0.28  2      37668  34.407058  -5.251676  -99.0   7.4     7.244         5.235       5.235             2      0.0          36872         34.4070890500239   -5.251666396435935  UDS     -18.298870973293397 7.135115146636963  7.135115146636963  0.0     Kokorev24/Kocevski24           0    0    142   -99.0              4.2286768713400213E43 j021737.70m051505.99 2    11344 34.407091  -5.251665  rubies-uds41-v3_g395m-f290lp_4233_41571.spec.fits       rubies-uds41-v3        41571    0   ""      3     5.483  5.4855 "broad Halpha"                                                        "DKo24  z=N/A"                                                                         1    0.46  2.88 5.2  ""   10.6 ""   41.89 41.38  ""  ""     ""   "FITS   zfit   spl" ""  ""   22      2         0.008610387366680053  0.11655637537258147  
  38115  34.422285  -5.250724  14524.453 10028.743 430.0      0.99         0.0      3.139  0.44634  0.00403  3.697767  0.114863  60.835922   29.58214    0.00976  -0.00811 0.0     0.05562  0.0      0.07791  0.09866  0.07666  0.10093  0.09213 0.07155 0.09701 0.14738 0.35758 0.31899 0.72792 0.01632 0.00748 -99.0   0.00943 -99.0   0.00472 0.02663 0.00685 0.00662 0.00656 0.00541 0.00458 0.00451 0.00427 0.00722 0.00566 0.5   10002  38115  34.422285  -5.250724  5.968   5.968   5.968         5.968       5.968             10002  0.0          37557         34.42231096893665  -5.250702720659581  UDS     -19.7382513588335   5.655717849731445  5.655717849731445  0.0     Kokorev24/Kocevski24           0    0    152   -99.0              1.4304004467912497E44 j021741.35m051502.55 3    20829 34.422312  -5.250709  gto-wide-uds12-v3_g395h-f290lp_1215_1259.spec.fits      gto-wide-uds12-v3      1259     0   ""      3     5.9624 5.9624 "Redshift matches gto-wide-uds12-v3_prism-clear_1215_1259 z=5.9635"   "DKo24  z=N/A"                                                                         1    -0.34 2.88 4.08 ""   ""   ""   ""    42.64  ""  ""     ""   "FITS   zfit   spl" ""  ""   24      2         0.022905819935842866  0.1205622824128493   
  38518  34.401782  -5.250179  16974.469 10094.31  219.0      0.98         0.0      3.142  0.13601  0.00367  3.257765  0.218481  76.199359   26.062117   -0.007   -2.6E-4  0.0     0.019    0.0      0.02607  0.00316  0.01984  0.03014  0.01816 0.02835 0.03503 0.10258 0.13512 0.13689 0.15782 0.00717 0.00412 -99.0   0.00431 -99.0   0.01217 0.00985 0.01066 0.00627 0.00713 0.00525 0.00443 0.00299 0.00316 0.00487 0.00359 0.28  2      38518  34.401782  -5.250179  -99.0   4.85    4.807         4.785       5.133             2      0.0          37878         34.40181687272715  -5.25016724014793   UDS     -18.44031234984277  4.773196697235107  4.773196697235107  0.0     Kokorev24                      0    0    136   -99.0              4.760100086346626E43  j021736.44m051500.60 1    11348 34.401816  -5.250166  rubies-uds41-v3_g395m-f290lp_4233_42658.spec.fits       rubies-uds41-v3        42658    0   ""      3     4.7101 4.7101 "broad wings, perhaps Halpha"                                         -                                                                                      0    1.02  2.88 5.2  ""   33.8 ""   42.32 ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.0054516436940621185 0.13198891447069588  
  38748  34.310555  -5.249879  27875.873 10130.074 119.0      0.96         0.0      2.961  0.06534  0.00306  2.292959  0.077569  -75.727646  18.343672   0.00274  -6.9E-4  0.0     1.0E-5   0.0      0.02249  0.00949  0.02737  0.00282  0.01237 0.0111  0.01059 0.01515 0.04212 0.11317 0.10662 0.00714 0.00287 -99.0   0.00217 -99.0   0.01076 0.01521 0.0091  0.0047  0.00479 0.00386 0.00353 0.00263 0.00249 0.00491 0.00326 0.28  102    38748  34.310555  -5.249879  -99.0   7.6     7.43          7.39        7.389             102    0.0          92160         34.310556          -5.24988            UDS     -18.11              7.45               7.45               0.0     Kocevski24                     0    0    82    -99.0              3.6121524589388176E43 j021714.54m051459.63 2    22224 34.310576  -5.249897  rubies-uds43-nod-v3_prism-clear_4233_42814.spec.fits    rubies-uds43-nod-v3    42814    0   ""      3     7.123  7.123  "Redshift matches rubies-uds43-v3_prism-clear_4233_42814 z=7.1228"    "DKo24  z=N/A"                                                                         1    1.52  0.6  5.29 -0.1 ""   ""   ""    42.39  ""  ""     ""   "FITS   zfit   spl" ""  ""   10      3         0.09426578677765007   0.005080501621516417 
  40346  34.244187  -5.245831  35806.652 10614.729 1111.0     1.0          3.0      3.181  3.86502  0.00727  5.281233  0.307888  66.885573   42.249863   0.00263  0.03361  0.0     0.0386   0.0      0.07402  0.09978  0.16393  0.04809  0.08159 0.12988 0.77261 3.1201  3.52337 4.58646 4.6731  0.0099  0.00545 -99.0   0.00526 -99.0   0.01272 0.02675 0.01217 0.00628 0.00688 0.00517 0.00571 0.00943 0.00893 0.01263 0.0094  0.33  10202  40346  34.244187  -5.245831  3.1     3.1     3.1           3.1         3.1               10202  0.0          33823         34.24419           -5.245834           UDS     -18.09              3.1                3.1                3.1     Kocevski24/wang24              2    0    51    8.29               3.5524940312844474E43 j021658.61m051445.14 4    15439 34.2442    -5.245871  rubies-uds1-nod-v3_prism-clear_4233_40579.spec.fits     rubies-uds1-nod-v3     40579    1   G395M   3     3.1129 3.1129 "Redshift matches rubies-uds1-v3_prism-clear_4233_40579 z=3.1124"     "DKo24  z=3.100"                                                                       1    53.57 0.6  5.29 ""   73.2 32.1 43.57 42.66  ""  ""     ""   "FITS   zfit   spl" ""  ""   6       6         0.13793986467899588   0.015241554125773667 
  44333  34.241805  -5.239401  36091.438 11386.257 368.0      0.99         0.0      3.188  0.34946  0.00505  3.544095  0.106983  66.768326   28.352758   0.00634  0.01274  0.0     0.01166  0.0      0.00116  0.05591  0.03692  0.00137  -9.4E-4 0.01463 0.04477 0.18011 0.27364 0.44677 0.5638  0.0101  0.0058  -99.0   0.00623 -99.0   0.01176 0.02334 0.01154 0.00876 0.00782 0.00729 0.00525 0.00418 0.00428 0.00783 0.00559 0.33  2      44333  34.241805  -5.239401  3.5     3.5     3.5           3.5         3.5               2      0.0          32438         34.241809          -5.239401           UDS     -16.77              3.5                3.5                3.5     Kocevski24                     2    0    49    7.36               1.2007620706994132E43 j021658.04m051421.97 1    15467 34.241817  -5.239436  rubies-uds1-v3_g395m-f290lp_4233_44043.spec.fits        rubies-uds1-v3         44043    0   ""      3     3.4986 3.4986 "Broad Ha; Broad Ha"                                                  "DKo24  z=3.500"                                                                       1    1.14  2.88 5.2  ""   28.1 ""   42.15 ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.1292227664208502    0.014339834466584463 
  47866  34.264582  -5.232545  33369.781 12209.474 297.0      0.99         1.0      3.559  0.30872  0.0069   3.629791  0.199744  68.715703   29.038326   0.00612  -0.00278 0.0     0.01485  0.0      0.06804  0.06198  0.08343  0.04939  0.04888 0.06007 0.06223 0.09312 0.24676 0.21309 0.39413 0.00788 0.00467 -99.0   0.00504 -99.0   0.01232 0.02266 0.01066 0.00957 0.00909 0.0078  0.00669 0.00775 0.00597 0.00999 0.00755 0.33  102    47866  34.264582  -5.232545  5.676   5.676   5.676         5.676       5.676             102    0.0          31092         34.264581          -5.232544           UDS     -19.72              5.68               5.68               5.68    Kocevski24/Kokorev24           2    0    60    7.45               1.4082067996872025E44 j021703.50m051357.31 2    15596 34.264602  -5.232586  rubies-uds3-nod-v3_prism-clear_4233_47509.spec.fits     rubies-uds3-nod-v3     47509    1   G395M   3     5.6754 5.6754 "Redshift matches rubies-uds3-v3_prism-clear_4233_47509 z=5.6752"     "DKo24  z=5.680"                                                                       1    4.45  0.6  5.29 -0.5 48.5 ""   42.88 42.81  ""  ""     ""   "FITS   zfit   spl" ""  ""   8       3         0.16890608130126267   0.005080571828486726 
